id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
27644071,Two bedroom apartment,208199613,Coti Y Max,Ciutat Vella,el Barri Gòtic,41.37972,2.17479,Entire home/apt,176,1,38,2023-12-15,0.59,15,128,2,HUTB-245190
27388503,Beautiful private room in the heart of Barcelona,131559796,Maria,Ciutat Vella,el Raval,41.38372,2.1694,Private room,,18,0,,,1,0,0,Exempt
27644081,Superior Two bedroom apartment 32,208199613,Coti Y Max,Ciutat Vella,el Barri Gòtic,41.38008,2.17488,Entire home/apt,177,1,113,2024-02-06,1.69,15,34,32,HUTB-245289
27644091,One bedroom apartment,208199613,Coti Y Max,Ciutat Vella,el Raval,41.37984,2.17297,Entire home/apt,,1,12,2022-07-02,0.19,15,0,0,HUTB-245396
27644098,Superior Two bedroom apartment 12,208199613,Coti Y Max,Ciutat Vella,el Raval,41.38019,2.17327,Entire home/apt,177,1,94,2024-03-06,1.41,15,136,11,HUTB-245491
27400786,S9-Deluxe flat near Sagrada Familia with Terrace,1093718,Alexey,Eixample,la Sagrada Família,41.40115,2.17652,Entire home/apt,80,32,10,2023-11-30,0.21,14,268,3,Exempt
27644115,One bedroom apartment,208199613,Coti Y Max,Ciutat Vella,el Raval,41.37825,2.17473,Entire home/apt,170,1,26,2022-09-18,0.40,15,29,0,HUTB-245512
27644158,Superior Two bedroom apartment,208199613,Coti Y Max,Ciutat Vella,el Raval,41.38012,2.17353,Entire home/apt,177,1,93,2024-03-07,1.43,15,143,11,HUTB-245693
27403837,bonita habitacion,144539951,Lina,Sarrià-Sant Gervasi,el Putxet i el Farró,41.41028,2.1408,Private room,,1,0,,,1,0,0,
27646444,"Large, refurbished flat in the heart of Barcelona",5450788,Richard,Eixample,la Nova Esquerra de l'Eixample,41.38211,2.15599,Private room,,3,22,2020-03-12,0.32,1,0,0,Exempt
27414833,Habitación-living  privado,6975758,Luis,Ciutat Vella,el Raval,41.38218,2.16535,Private room,100,2,39,2024-03-17,0.57,1,0,11,Exempt
27651638,Amplia habitación en el centro de Barcelona.,36607755,Room Housing,Eixample,la Dreta de l'Eixample,41.38725,2.17124,Private room,29,32,0,,,133,314,0,
27418999,E-Catedral de Barcelona,22076771,Luis,Ciutat Vella,el Barri Gòtic,41.38197,2.17366,Entire home/apt,75,30,18,2024-02-29,0.28,18,150,5,Exempt
27420969,Single room near the beach,972059,Alex,Sant Martí,Sant Martí de Provençals,41.41496,2.2022,Private room,,2,15,2019-08-25,0.22,1,0,0,Exempt
27662195,Hermosa habitación externa para una sola persona,41652525,Everton Luiz,Sants-Montjuïc,Sants - Badal,41.3734,2.12574,Private room,48,1,216,2024-02-29,3.27,2,360,35,Exempt
27687882,Double bed in SagradaFamilia,37230352,Lily,Ciutat Vella,la Barceloneta,41.38076,2.18862,Private room,,3,38,2023-11-21,0.56,1,3,11,Exempt
27421341,Habitación suite cerca de la playa en Barcelona,53080946,Enric,Sant Martí,Provençals del Poblenou,41.40897,2.20719,Private room,56,32,132,2022-11-22,1.94,1,364,0,Exempt
27688070,Single room with private toilet for long term,77548260,Andrea,Eixample,la Dreta de l'Eixample,41.39641,2.1763,Private room,21,35,9,2023-11-01,0.16,9,277,4,Exempt
27450969,room in gracia,43424941,Lisa,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40281,2.16321,Private room,,1,0,,,1,0,0,
27713921,Grand appartement lumineux Diagonal Mar BCN,204196656,Yolanda,Sant Martí,el Besòs i el Maresme,41.41245,2.21834,Entire home/apt,80,30,14,2024-01-08,0.23,2,181,4,HUTB-123565
27456914,Double Room Camp Nou Stadium,163054118,Andrea,Les Corts,les Corts,41.38403,2.12918,Private room,,32,11,2023-11-08,0.57,1,0,2,Exempt
27462475,El Mundo en Barcelona,26362317,Tamara E Filomena,Eixample,l'Antiga Esquerra de l'Eixample,41.39113,2.15114,Private room,,1,3,2018-09-19,0.04,1,0,0,
27715334,Superior three bedrooms apartment,6544866,"Mariana, Joanna & Ramón",Eixample,la Dreta de l'Eixample,41.39303,2.17458,Entire home/apt,316,1,54,2024-03-08,0.89,12,230,11,HUTB-559416
27724507,Sunny design apartment in the center,209310544,Andrea,Sants-Montjuïc,el Poble Sec,41.37298,2.1663,Entire home/apt,156,7,156,2024-03-07,2.29,1,167,36,HUTB-004422
27462492,"Gracia Gem: AC, Near Fontana Metro, Hipster Haven",480528,Andrei,Gràcia,la Vila de Gràcia,41.40351,2.1514,Entire home/apt,84,32,12,2024-01-22,0.20,29,331,3,
27737975,Apartamento cerca del metro y 20 min del centro,191848310,Ninoska,Nou Barris,Verdun,41.44249,2.17447,Entire home/apt,79,90,5,2023-08-18,0.08,1,179,1,Exempt
27463419,Cozy & new aptm next to Paseo de Gracia,8649224,Sonia,Eixample,la Dreta de l'Eixample,41.39646,2.16671,Entire home/apt,120,32,0,,,2,362,0,
27738503,Two bedroom apartment,208199613,Coti Y Max,Ciutat Vella,el Raval,41.37987,2.17307,Entire home/apt,176,1,31,2024-01-11,0.58,15,112,1,HUTB-245718
27471813,DUPLEX RAMBLAS A,42126341,Oriol / Virginia,Ciutat Vella,el Raval,41.38158,2.17233,Entire home/apt,,32,2,2019-05-26,0.03,7,0,0,
27743172,BBarcelona Sagrada Familia Penthouse 53,4085156,BBarcelona,Eixample,la Sagrada Família,41.40775,2.17833,Entire home/apt,174,2,22,2023-08-26,0.56,23,165,9,HUTB-010740
27472569,APARTMENT RAMBLAS BA,42126341,Oriol / Virginia,Ciutat Vella,el Raval,41.38349,2.17037,Entire home/apt,,32,4,2019-09-03,0.06,7,0,0,
27472765,APARTMENT RAMBLAS DA,42126341,Oriol / Virginia,Ciutat Vella,el Barri Gòtic,41.38239,2.17229,Entire home/apt,,32,2,2018-11-02,0.03,7,0,0,
27743825,smart olympic  apartment,4498407,Barcelona,Sant Martí,la Vila Olímpica del Poblenou,41.39123,2.19712,Entire home/apt,420,3,5,2024-01-02,0.07,3,314,2,HUTB-011210
27477345,Cozy and spacious double room,13340540,Gemma,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,41.39709,2.14334,Private room,105,2,53,2024-02-18,0.79,1,29,17,Exempt
27746657,PRIVATE&QUIET TERRACE IN CENTRAL APARTMENT,6907539,Jud,Ciutat Vella,el Raval,41.38368,2.16419,Entire home/apt,58,32,9,2024-01-22,0.16,12,136,3,
27477666,Modern studio in the heart of the city,168091065,Long Term Apartments,Ciutat Vella,el Raval,41.38498,2.16589,Entire home/apt,,31,2,2022-10-04,0.10,10,19,0,
27747512,INTIMATE&SUNNY PENTHOUSE,6907539,Jud,Ciutat Vella,el Raval,41.3817,2.16526,Entire home/apt,59,32,5,2024-02-29,0.09,12,286,3,
27761751,Renovated & Classic 3-Bedroom Sagrada Familia Apt.,2202284,Johanna,Eixample,la Sagrada Família,41.40652,2.17229,Entire home/apt,175,4,155,2024-03-13,2.28,20,203,32,HUTB-002031
27770763,Single Room close to Park Güell and Gracia,198984098,Alfonso,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,41.40086,2.13675,Private room,32,31,9,2022-08-21,0.13,3,292,0,Exempt
27482225,Luxurious Penthouse with terraces and 360° views,207110919,Douglas Mark,Eixample,l'Antiga Esquerra de l'Eixample,41.39239,2.1535,Entire home/apt,230,32,12,2024-01-15,0.44,1,124,3,Exempt
27770774,Double Room Close to park Güell & Gracia,198984098,Alfonso,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,41.40254,2.13891,Private room,42,28,4,2022-07-25,0.07,3,353,0,Exempt
27771864,Cosy place in Eixample,20528961,Michel,Eixample,el Fort Pienc,41.39378,2.179,Private room,,4,52,2020-03-13,0.77,1,0,0,Exempt
27944296,Axel City Single with Breakfasts - 1 Pax,209872731,Two Hotel Barcelona - Adults Only,Eixample,Sant Antoni,41.37793,2.15697,Hotel room,142,1,2,2022-02-17,0.07,13,320,0,HB-004688
27774155,City center Gaudí golden mile!!!,5432336,Patricia,Gràcia,la Vila de Gràcia,41.40002,2.15619,Entire home/apt,169,1,93,2024-03-08,1.40,15,230,33,HUTB-008039
27945291,Axel City - 1 Pax,210452060,Axel Hotel Barcelona - Adults Only,Eixample,l'Antiga Esquerra de l'Eixample,41.38681,2.1616,Hotel room,,1,8,2022-11-10,0.13,10,0,0,HB-004327
27945569,Axel City with Breakfasts - 2 Pax,210452060,Axel Hotel Barcelona - Adults Only,Eixample,l'Antiga Esquerra de l'Eixample,41.38802,2.16142,Hotel room,,1,1,2022-12-15,0.06,10,0,0,HB-004327
27945656,Axel City with Breakfasts - 1 Pax,210452060,Axel Hotel Barcelona - Adults Only,Eixample,l'Antiga Esquerra de l'Eixample,41.38646,2.16012,Hotel room,,1,5,2019-05-08,0.08,10,0,0,HB-004327
27791245,DELUXE THREE BEDROOM APARTMENT,139063900,Deco Apartments Barcelona,Sants-Montjuïc,Hostafrancs,41.374531,2.143429,Entire home/apt,,32,9,2019-09-18,0.14,36,64,0,HUTB-793605
27797794,Apartment in BCN Gracia,209500054,Sebastian,Sarrià-Sant Gervasi,el Putxet i el Farró,41.40178,2.14818,Entire home/apt,194,4,162,2024-03-05,2.39,1,0,34,HUTB-000698
27945838,Axel Single - 1 Pax,210452060,Axel Hotel Barcelona - Adults Only,Eixample,l'Antiga Esquerra de l'Eixample,41.38834,2.16088,Hotel room,,1,0,,,10,0,0,HB-004327
27950247,Axel Single with Breakfasts - 1 Pax,210452060,Axel Hotel Barcelona - Adults Only,Eixample,l'Antiga Esquerra de l'Eixample,41.38777,2.15955,Hotel room,,1,1,2019-11-20,0.02,10,0,0,HB-004327
27797995,Opening Doors Aribau - Modern apt near La Pedrera,9667715,Romina,Eixample,l'Antiga Esquerra de l'Eixample,41.39013,2.15528,Entire home/apt,182,3,115,2024-03-01,1.70,8,179,29,HUTB-005068
27801290,Axel City Doble - 1 Pax,209872731,Two Hotel Barcelona - Adults Only,Eixample,Sant Antoni,41.37844,2.15671,Hotel room,138,1,4,2021-12-18,0.07,13,337,0,HB-004688
27950479,Axel Premium - 2 Pax,210452060,Axel Hotel Barcelona - Adults Only,Eixample,l'Antiga Esquerra de l'Eixample,41.38634,2.1613,Hotel room,,1,9,2023-06-13,0.14,10,0,1,HB-004327
27950703,Axel Premium - 1 Pax,210452060,Axel Hotel Barcelona - Adults Only,Eixample,l'Antiga Esquerra de l'Eixample,41.38688,2.15931,Hotel room,,1,1,2019-08-08,0.02,10,0,0,HB-004327
27950936,Axel Premium with Breakfasts - 2 Pax,210452060,Axel Hotel Barcelona - Adults Only,Eixample,l'Antiga Esquerra de l'Eixample,41.38628,2.15991,Hotel room,,1,0,,,10,0,0,HB-004327
27951003,Axel Premium with Breakfasts - 1 Pax,210452060,Axel Hotel Barcelona - Adults Only,Eixample,l'Antiga Esquerra de l'Eixample,41.38649,2.16006,Hotel room,,1,1,2019-09-13,0.02,10,0,0,HB-004327
27801851,Axel Premium - 2 Pax,209872731,Two Hotel Barcelona - Adults Only,Eixample,Sant Antoni,41.37804,2.1566,Hotel room,153,1,18,2024-01-08,0.30,13,337,2,HB-004688
27959070,Exclusive Upperside!!,211145322,Carlo,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,41.40545,2.13587,Private room,,3,45,2019-10-23,0.66,2,0,0,Exempt
27801912,Axel Premium - 1 Pax,209872731,Two Hotel Barcelona - Adults Only,Eixample,Sant Antoni,41.38,2.15719,Hotel room,153,1,0,,,13,337,0,HB-004688
27802009,Axel Premium with Breakfasts - 2 Pax,209872731,Two Hotel Barcelona - Adults Only,Eixample,Sant Antoni,41.37855,2.15512,Hotel room,,1,1,2022-02-13,0.04,13,337,0,HB-004688
27802058,Axel Premium with Breakfasts - 1 Pax,209872731,Two Hotel Barcelona - Adults Only,Eixample,Sant Antoni,41.38002,2.1564,Hotel room,,1,0,,,13,337,0,HB-004688
27802122,Axel Premium Superior - 2 Pax,209872731,Two Hotel Barcelona - Adults Only,Eixample,Sant Antoni,41.37796,2.15529,Hotel room,,1,1,2020-06-21,0.02,13,337,0,HB-004688
27961208,COZY DOUBLE ROOM ON THE BEACH,50516583,Alexia,Ciutat Vella,la Barceloneta,41.37643,2.18946,Private room,,30,0,,,1,0,0,Exempt
27802191,Axel Premium Superior - 1 Pax,209872731,Two Hotel Barcelona - Adults Only,Eixample,Sant Antoni,41.37973,2.15712,Hotel room,,1,0,,,13,337,0,HB-004688
27802471,Axel Premium Superior with Breakfasts - 1 Pax,209872731,Two Hotel Barcelona - Adults Only,Eixample,Sant Antoni,41.38016,2.15684,Hotel room,,1,1,2022-11-05,0.06,13,337,0,HB-004688
27978908,Beautiful apartment near Sagrada Familia,16891380,Josep,Eixample,la Dreta de l'Eixample,41.3996,2.16712,Entire home/apt,224,1,240,2024-03-10,3.57,8,243,48,HUTB-009635
27802527,Axel City Single - 1 Pax,209872731,Two Hotel Barcelona - Adults Only,Eixample,Sant Antoni,41.37803,2.15722,Hotel room,128,1,14,2023-12-31,0.22,13,319,2,HB-004688
27806861,Cosy double room in Monumental,16635144,Diego,Eixample,el Fort Pienc,41.40135,2.18117,Private room,53,2,21,2024-02-13,2.46,1,261,21,
27997986,"Double Room, Sagrada Familia",211460186,Manel,Eixample,la Sagrada Família,41.409,2.1763,Private room,,1,15,2018-11-02,0.22,1,0,0,Exempt
27808784,Habitación doble en l'Eixample II - Barcelona,199409418,Maria Fernanda,Eixample,la Nova Esquerra de l'Eixample,41.38713,2.14418,Private room,,1,10,2018-11-20,0.15,4,0,0,Exempt
28017958,Balcony  Room..,211621305,Francis,Sants-Montjuïc,Sants,41.37754,2.13592,Private room,,1,205,2024-03-17,3.05,1,0,99,Exempt
27808857,Habitación doble en l'Eixample III - Barcelona,199409418,Maria Fernanda,Eixample,la Nova Esquerra de l'Eixample,41.38738,2.14431,Private room,,1,3,2018-11-15,0.05,4,0,0,Exempt
27810152,Cosy room located in Example´s golden square,169659048,Igor,Eixample,l'Antiga Esquerra de l'Eixample,41.38521,2.1594,Private room,,5,153,2023-09-25,2.34,2,0,19,Exempt
28040877,lugar tranquilo.y climatizado,189508525,Astrid,Les Corts,les Corts,41.386896758109955,2.1416869877771294,Entire home/apt,70,1,35,2024-03-07,4.69,1,0,35,
28054697,"Habitación en Barcelona,  chico trabaje o estudie",198688325,Maria,Sant Andreu,el Congrés i els Indians,41.42569,2.18419,Private room,,30,4,2020-04-26,0.07,2,0,0,Exempt
27823920,"Paseo de Gracia D apartment; private terrace, WiFi",178208020,Marcel,Eixample,la Dreta de l'Eixample,41.38967,2.16747,Entire home/apt,200,3,174,2024-03-02,2.60,6,218,60,HUTB-000438
27863725,Axel City - 2 Pax,210452060,Axel Hotel Barcelona - Adults Only,Eixample,l'Antiga Esquerra de l'Eixample,41.38826,2.15941,Hotel room,,1,19,2022-06-29,0.31,10,0,0,HB-004327
28065344,Cool modern flat in the heart of Barcelona,51888333,Kaska,Gràcia,la Vila de Gràcia,41.40702,2.16142,Entire home/apt,,32,12,2024-03-04,0.18,1,54,3,
27866879,COZY CENTRAL PENTHOUSE,6907539,Jud,Ciutat Vella,el Raval,41.38253,2.1654,Entire home/apt,50,32,16,2024-02-15,0.25,12,322,5,
28068272,Habitación acogedora a 5 minutos del centro,152962812,Alejandro,Sants-Montjuïc,la Font de la Guatlla,41.37173,2.1462,Private room,,1,26,2019-09-29,0.38,1,0,0,Exempt
28068410,Sunny room in quiet and central flat with terrace,23900858,Antoine,Sants-Montjuïc,el Poble Sec,41.37119,2.16982,Private room,,3,5,2019-10-13,0.07,1,0,0,Exempt
28075682,Lovely and Quiet single Room for long term,79500346,Andrea,Eixample,la Dreta de l'Eixample,41.39667,2.17575,Private room,20,35,10,2023-08-29,0.18,8,277,3,Exempt
27867501,Axel City Doble - 2 Pax,209872731,Two Hotel Barcelona - Adults Only,Eixample,Sant Antoni,41.37991,2.15662,Hotel room,138,1,38,2024-01-25,0.57,13,337,4,HB-004688
28078086,CENTER OF BARCELONA. BORNE,16820050,Rox,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38683672219284,2.181077960954379,Entire home/apt,,32,7,2024-01-03,0.11,1,3,2,
27869387,31+days only! Ensuite room in big home w garden,2655419,Sem,Ciutat Vella,el Raval,41.37892,2.17072,Private room,57,30,85,2023-02-28,1.26,2,118,0,HUTB-878853
28080117,Cat flat in Eixample with balcony room and terrace,22058462,Natalia,Eixample,la Dreta de l'Eixample,41.39702,2.17053,Private room,,1,16,2018-11-04,0.24,1,0,0,Exempt
27885389,CosyBedroom&private bathroom~latest check-in@10pm,21713331,Sara,Sants-Montjuïc,la Font de la Guatlla,41.36766,2.13984,Private room,,2,3,2018-11-04,0.05,1,0,0,Exempt
28102414,Superior Double Room with 2 single beds,7104112,Tinika Sports Services Sl,Eixample,l'Antiga Esquerra de l'Eixample,41.39036,2.15926,Hotel room,,2,1,2019-05-05,0.02,11,0,0,HUTB-010958
28102516,Superior double room,7104112,Tinika Sports Services Sl,Eixample,l'Antiga Esquerra de l'Eixample,41.39014,2.15892,Hotel room,,2,1,2020-10-01,0.02,11,0,0,HUTB-010958
28102592,Junior Suite King size bed,7104112,Tinika Sports Services Sl,Eixample,l'Antiga Esquerra de l'Eixample,41.39014,2.15892,Hotel room,,1,0,,,11,0,0,HUTB-010958
27894050,Monthly Rent at Barcelona Center,7449020,Albert,Ciutat Vella,el Raval,41.38217,2.16501,Entire home/apt,140,31,20,2024-02-29,0.32,1,110,6,Exempt
28102711,Junior Suite with 2 single beds,7104112,Tinika Sports Services Sl,Eixample,l'Antiga Esquerra de l'Eixample,41.39014,2.15892,Hotel room,,2,0,,,11,0,0,HUTB-010958
27916695,Axel City Doble with Breakfasts - 2 Pax,209872731,Two Hotel Barcelona - Adults Only,Eixample,Sant Antoni,41.38012,2.15649,Hotel room,,1,2,2022-04-16,0.04,13,337,0,HB-004688
28103899,Basic triple room with shared bathroom,7104112,Tinika Sports Services Sl,Eixample,l'Antiga Esquerra de l'Eixample,41.39014,2.15892,Hotel room,,1,0,,,11,0,0,AJ-000581
27916731,Axel City Doble with Breakfasts - 1 Pax,209872731,Two Hotel Barcelona - Adults Only,Eixample,Sant Antoni,41.38008,2.1565,Hotel room,152,1,17,2023-06-05,0.27,13,337,2,HB-004688
28104043,7-bed Female Dormitory Room,7104112,Tinika Sports Services Sl,Eixample,l'Antiga Esquerra de l'Eixample,41.39014,2.15892,Hotel room,,1,19,2020-02-20,0.29,11,0,0,AJ-000581
27942031,Lugaris Rambla Apartamento Business,211071366,Xavier,Sant Martí,el Poblenou,41.39891,2.20587,Entire home/apt,195,1,203,2024-01-27,3.02,4,292,16,HUTB-002757
28104114,8-bed Male Dormitory Room,7104112,Tinika Sports Services Sl,Eixample,l'Antiga Esquerra de l'Eixample,41.39014,2.15892,Hotel room,,1,17,2020-02-09,0.26,11,0,0,AJ-000582
27943950,Lugaris Rambla Apartamento Premium con Terraza,211071366,Xavier,Sant Martí,el Poblenou,41.39803,2.20644,Entire home/apt,252,1,40,2024-03-05,0.61,4,276,14,HUTB-010533
28104236,6-bed Mixed Dormitory Room,7104112,Tinika Sports Services Sl,Eixample,l'Antiga Esquerra de l'Eixample,41.39014,2.15892,Hotel room,,1,9,2020-02-27,0.14,11,0,0,AJ-000581
28585450,Modern and Bright apartment next to the beach,88106220,Easystaybcn,Ciutat Vella,la Barceloneta,41.37987,2.18747,Entire home/apt,42,150,0,,,3,250,0,
28121814,Rooms in the  heart of Barcelona! El Gato Botero 2,204818718,Alex,Ciutat Vella,el Raval,41.38024,2.17035,Private room,,1,7,2019-02-02,0.10,1,0,0,Exempt
28597367,Tranquilo y céntrico estudio 50,6797428,Bellart,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38427,2.17922,Entire home/apt,172,3,111,2024-03-16,1.81,15,142,26,HUTB003805
28597705,Double with Breakfast Included,210667873,Xavier,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38804,2.17645,Hotel room,,1,270,2023-12-17,4.15,6,298,5,HB-462708
